Year,Month,Day,Category,Product,Sales,IsFestival,IsWeekend,Season
2018,january,tuesday,clothing,lehenga,19,True,True,winter
2018,january,tuesday,clothing,jeans,31,True,False,winter
2018,january,tuesday,clothing,shirt,25,False,False,winter
2018,january,tuesday,clothing,tshirt,69,True,True,winter
2018,january,tuesday,clothing,trouser,24,True,False,winter
2018,january,tuesday,clothing,jacket,10,False,False,winter
2018,january,tuesday,clothing,blazer,6,False,True,winter
2018,january,tuesday,clothing,suit,8,True,False,winter
2018,january,tuesday,travel,powerbank,40,False,True,winter
2018,january,tuesday,travel,backpack,29,True,False,winter
2018,january,tuesday,travel,luggage,24,True,False,winter
2018,january,tuesday,travel,trolley,26,True,True,winter
2018,january,tuesday,travel,bag,14,False,True,winter
2018,january,tuesday,travel,wallet,27,False,True,winter
2018,january,tuesday,travel,sunglasses,14,False,True,winter
2018,january,tuesday,travel,watch,15,False,False,winter
2018,january,tuesday,travel,shoes,33,False,True,winter
2018,january,tuesday,travel,umbrella,34,True,True,winter
2018,january,tuesday,beauty,lipstick,25,True,False,winter
2018,january,tuesday,beauty,eyeliner,28,False,True,winter
2018,january,tuesday,beauty,mascara,15,False,False,winter
2018,january,tuesday,beauty,foundation,10,False,False,winter
2018,january,tuesday,beauty,compact,11,False,True,winter
2018,january,tuesday,beauty,kajal,23,False,True,winter
2018,january,tuesday,beauty,nailpolish,22,False,True,winter
2018,january,tuesday,beauty,perfume,10,False,False,winter
2018,january,tuesday,beauty,shampoo,45,True,True,winter
2018,january,tuesday,beauty,conditioner,25,False,False,winter
2018,january,wednesday,electronics,mobile,29,False,True,winter
2018,january,wednesday,electronics,laptop,19,True,False,winter
2018,january,wednesday,electronics,headphones,34,False,True,winter
2018,january,wednesday,electronics,camera,9,False,False,winter
2018,january,wednesday,electronics,television,16,True,False,winter
2018,january,wednesday,electronics,printer,6,False,False,winter
2018,january,wednesday,electronics,speaker,4,False,False,winter
2018,january,wednesday,electronics,smartwatch,10,False,True,winter
2018,january,wednesday,electronics,tablet,10,False,False,winter
2018,january,wednesday,electronics,heater,8,True,True,winter
2018,january,wednesday,beverages,coffee power,27,False,True,winter
2018,january,wednesday,beverages,softdrink,32,False,False,winter
2018,january,wednesday,beverages,juice,20,False,False,winter
2018,january,wednesday,beverages,energydrink,20,True,False,winter
2018,january,wednesday,beverages,milk,12,True,False,winter
2018,january,wednesday,clothing,saree,16,True,False,winter
2018,january,wednesday,clothing,kurta,15,False,False,winter
2018,january,wednesday,clothing,lehenga,8,False,False,winter
2018,january,wednesday,clothing,jeans,20,False,False,winter
2018,january,wednesday,clothing,shirt,25,False,False,winter
2018,january,wednesday,clothing,tshirt,34,False,True,winter
2018,january,wednesday,clothing,trouser,15,False,False,winter
2018,january,wednesday,clothing,jacket,16,True,False,winter
2018,january,wednesday,clothing,blazer,11,True,True,winter
2018,january,wednesday,clothing,suit,6,False,True,winter
2018,january,wednesday,travel,powerbank,35,True,False,winter
2018,january,wednesday,travel,backpack,29,True,False,winter
2018,january,wednesday,travel,luggage,27,False,True,winter
2018,january,wednesday,travel,trolley,18,True,False,winter
2018,january,wednesday,travel,bag,10,False,False,winter
2018,january,wednesday,travel,wallet,20,False,False,winter
2018,january,wednesday,travel,sunglasses,10,False,False,winter
2018,january,wednesday,travel,watch,15,False,False,winter
2018,january,wednesday,travel,shoes,34,False,True,winter
2018,january,wednesday,travel,umbrella,24,True,False,winter
2018,january,wednesday,beauty,lipstick,23,False,True,winter
2018,january,wednesday,beauty,eyeliner,28,False,True,winter
2018,january,wednesday,beauty,mascara,17,False,True,winter
2018,january,wednesday,beauty,foundation,10,False,False,winter
2018,january,wednesday,beauty,compact,10,False,False,winter
2018,january,wednesday,beauty,kajal,20,False,False,winter
2018,january,wednesday,beauty,nailpolish,22,False,True,winter
2018,january,wednesday,beauty,perfume,12,False,True,winter
2018,january,wednesday,beauty,shampoo,30,False,False,winter
2018,january,wednesday,beauty,conditioner,28,False,True,winter
2018,january,thursday,electronics,mobile,34,True,False,winter
2018,january,thursday,electronics,laptop,19,True,False,winter
2018,january,thursday,electronics,headphones,29,False,False,winter
2018,january,thursday,electronics,camera,9,False,False,winter
2018,january,thursday,electronics,television,16,True,False,winter
2018,january,thursday,electronics,printer,8,False,True,winter
2018,january,thursday,electronics,speaker,8,True,True,winter
2018,january,thursday,electronics,smartwatch,16,True,True,winter
2018,january,thursday,electronics,tablet,10,False,False,winter
2018,january,thursday,electronics,heater,8,True,True,winter
2018,january,thursday,beverages,coffee power,39,True,True,winter
2018,january,thursday,beverages,softdrink,42,False,True,winter
2018,january,thursday,beverages,juice,24,True,False,winter
2018,january,thursday,beverages,energydrink,17,False,False,winter
2018,january,thursday,beverages,milk,10,False,False,winter
2018,january,thursday,clothing,saree,16,True,False,winter
2018,january,thursday,clothing,kurta,35,True,True,winter
2018,january,thursday,clothing,lehenga,10,False,True,winter
2018,january,thursday,clothing,jeans,43,True,True,winter
2018,january,thursday,clothing,shirt,57,True,True,winter
2018,january,thursday,clothing,tshirt,48,True,False,winter
2018,january,thursday,clothing,trouser,18,False,True,winter
2018,january,thursday,clothing,jacket,12,False,True,winter
2018,january,thursday,clothing,blazer,8,True,False,winter
2018,january,thursday,clothing,suit,8,True,False,winter
2018,january,thursday,travel,powerbank,52,True,True,winter
2018,january,thursday,travel,backpack,44,True,True,winter
2018,january,thursday,travel,luggage,34,True,True,winter
2018,january,thursday,travel,trolley,15,False,False,winter
2018,january,thursday,travel,bag,10,False,False,winter
2018,january,thursday,travel,wallet,34,True,True,winter
2018,january,thursday,travel,sunglasses,12,True,False,winter
2018,january,thursday,travel,watch,20,False,True,winter
2018,january,thursday,travel,shoes,43,True,True,winter
2018,january,thursday,travel,umbrella,35,True,True,winter
2018,january,thursday,beauty,lipstick,20,False,False,winter
2018,january,thursday,beauty,eyeliner,28,False,True,winter
2018,january,thursday,beauty,mascara,15,False,False,winter
2018,january,thursday,beauty,foundation,12,True,False,winter
2018,january,thursday,beauty,compact,10,False,False,winter
2018,january,thursday,beauty,kajal,24,True,False,winter
2018,january,thursday,beauty,nailpolish,23,False,True,winter
2018,january,thursday,beauty,perfume,10,False,False,winter
2018,january,thursday,beauty,shampoo,38,True,False,winter
2018,january,thursday,beauty,conditioner,36,True,True,winter
2018,january,friday,electronics,mobile,25,False,False,winter
2018,january,friday,electronics,laptop,14,False,False,winter
2018,january,friday,electronics,headphones,35,False,True,winter
2018,january,friday,electronics,camera,18,True,True,winter
2018,january,friday,electronics,television,15,False,True,winter
2018,january,friday,electronics,printer,6,False,False,winter
2018,january,friday,electronics,speaker,8,True,True,winter
2018,january,friday,electronics,smartwatch,10,False,True,winter
2018,january,friday,electronics,tablet,19,True,True,winter
2018,january,friday,electronics,heater,5,False,True,winter
2018,january,friday,beverages,coffee power,38,True,True,winter
2018,january,friday,beverages,softdrink,43,False,True,winter
2018,january,friday,beverages,juice,20,False,False,winter
2018,january,friday,beverages,energydrink,33,True,True,winter
2018,january,friday,beverages,milk,14,False,True,winter
2018,january,friday,clothing,saree,12,False,True,winter
2018,january,friday,clothing,kurta,24,True,False,winter
2018,january,friday,clothing,lehenga,8,False,False,winter
2018,january,friday,clothing,jeans,45,True,True,winter
2018,january,friday,clothing,shirt,25,False,False,winter
2018,january,friday,clothing,tshirt,47,True,False,winter
2018,january,friday,clothing,trouser,33,True,True,winter
2018,january,friday,clothing,jacket,16,True,False,winter
2018,january,friday,clothing,blazer,5,False,False,winter
2018,january,friday,clothing,suit,8,True,False,winter
2018,january,friday,travel,powerbank,40,False,True,winter
2018,january,friday,travel,backpack,29,True,False,winter
2018,january,friday,travel,luggage,35,True,True,winter
2018,january,friday,travel,trolley,18,True,False,winter
2018,january,friday,travel,bag,12,True,False,winter
2018,january,friday,travel,wallet,23,True,False,winter
2018,january,friday,travel,sunglasses,14,False,True,winter
2018,january,friday,travel,watch,15,False,False,winter
2018,january,friday,travel,shoes,43,True,True,winter
2018,january,friday,travel,umbrella,27,False,True,winter
2018,january,friday,beauty,lipstick,23,False,True,winter
2018,january,friday,beauty,eyeliner,25,False,False,winter
2018,january,friday,beauty,mascara,19,True,False,winter
2018,january,friday,beauty,foundation,15,True,True,winter
2018,january,friday,beauty,compact,15,True,True,winter
2018,january,friday,beauty,kajal,25,True,False,winter
2018,january,friday,beauty,nailpolish,25,True,False,winter
2018,january,friday,beauty,perfume,15,True,True,winter
2018,january,friday,beauty,shampoo,34,False,True,winter
2018,january,friday,beauty,conditioner,37,True,True,winter
2018,january,saturday,electronics,mobile,50,True,True,winter
2018,january,saturday,electronics,laptop,17,False,True,winter
2018,january,saturday,electronics,headphones,58,True,True,winter
2018,january,saturday,electronics,camera,11,False,True,winter
2018,january,saturday,electronics,television,23,True,True,winter
2018,january,saturday,electronics,printer,7,False,True,winter
2018,january,saturday,electronics,speaker,5,False,True,winter
2018,january,saturday,electronics,smartwatch,10,False,True,winter
2018,january,saturday,electronics,tablet,12,False,True,winter
2018,january,saturday,electronics,heater,5,False,True,winter
2018,january,saturday,beverages,coffee power,27,False,True,winter
2018,january,saturday,beverages,softdrink,61,True,True,winter
2018,january,saturday,beverages,juice,39,True,True,winter
2018,january,saturday,beverages,energydrink,32,True,True,winter
2018,january,saturday,beverages,milk,14,False,True,winter
2018,january,saturday,clothing,saree,12,False,True,winter
2018,january,saturday,clothing,kurta,36,True,True,winter
2018,january,saturday,clothing,lehenga,19,True,True,winter
2018,january,saturday,clothing,jeans,44,True,True,winter
2018,january,saturday,clothing,shirt,29,False,True,winter
2018,january,saturday,clothing,tshirt,66,True,True,winter
2018,january,saturday,clothing,trouser,18,False,True,winter
2018,january,saturday,clothing,jacket,23,True,True,winter
2018,january,saturday,clothing,blazer,11,True,True,winter
2018,january,saturday,clothing,suit,11,True,True,winter
2018,january,saturday,travel,powerbank,52,True,True,winter
2018,january,saturday,travel,backpack,44,True,True,winter
2018,january,saturday,travel,luggage,35,True,True,winter
2018,january,saturday,travel,trolley,20,False,True,winter
2018,january,saturday,travel,bag,18,True,True,winter
2018,january,saturday,travel,wallet,27,False,True,winter
2018,january,saturday,travel,sunglasses,14,False,True,winter
2018,january,saturday,travel,watch,21,False,True,winter
2018,january,saturday,travel,shoes,42,True,True,winter
2018,january,saturday,travel,umbrella,27,False,True,winter
2018,january,saturday,beauty,lipstick,29,True,True,winter
2018,january,saturday,beauty,eyeliner,28,False,True,winter
2018,january,saturday,beauty,mascara,21,True,True,winter
2018,january,saturday,beauty,foundation,12,False,True,winter
2018,january,saturday,beauty,compact,15,True,True,winter
2018,january,saturday,beauty,kajal,22,False,True,winter
2018,january,saturday,beauty,nailpolish,23,False,True,winter
2018,january,saturday,beauty,perfume,11,False,True,winter
2018,january,saturday,beauty,shampoo,33,False,True,winter
2018,january,saturday,beauty,conditioner,28,False,True,winter
2018,january,sunday,electronics,mobile,50,True,True,winter
2018,january,sunday,electronics,laptop,17,False,True,winter
2018,january,sunday,electronics,headphones,35,False,True,winter
2018,january,sunday,electronics,camera,18,True,True,winter
2018,january,sunday,electronics,television,15,False,True,winter
2018,january,sunday,electronics,printer,13,True,True,winter
2018,january,sunday,electronics,speaker,5,False,True,winter
2018,january,sunday,electronics,smartwatch,16,True,True,winter
2018,january,sunday,electronics,tablet,12,False,True,winter
2018,january,sunday,electronics,heater,8,True,True,winter
2018,january,sunday,beverages,coffee power,26,False,True,winter
2018,january,sunday,beverages,softdrink,43,False,True,winter
2018,january,sunday,beverages,juice,26,False,True,winter
2018,january,sunday,beverages,energydrink,34,True,True,winter
2018,january,sunday,beverages,milk,14,False,True,winter
2018,january,sunday,clothing,saree,21,True,True,winter
2018,january,sunday,clothing,kurta,17,False,True,winter
2018,january,sunday,clothing,lehenga,9,False,True,winter
2018,january,sunday,clothing,jeans,23,False,True,winter
2018,january,sunday,clothing,shirt,57,True,True,winter
2018,january,sunday,clothing,tshirt,67,True,True,winter
2018,january,sunday,clothing,trouser,17,False,True,winter
2018,january,sunday,clothing,jacket,22,True,True,winter
2018,january,sunday,clothing,blazer,12,True,True,winter
2018,january,sunday,clothing,suit,11,True,True,winter
2018,january,sunday,travel,powerbank,52,True,True,winter
2018,january,sunday,travel,backpack,34,False,True,winter
2018,january,sunday,travel,luggage,35,True,True,winter
2018,january,sunday,travel,trolley,27,True,True,winter
2018,january,sunday,travel,bag,14,False,True,winter
2018,january,sunday,travel,wallet,26,False,True,winter
2018,january,sunday,travel,sunglasses,14,False,True,winter
2018,january,sunday,travel,watch,21,False,True,winter
2018,january,sunday,travel,shoes,33,False,True,winter
2018,january,sunday,travel,umbrella,36,True,True,winter
2018,january,sunday,beauty,lipstick,31,True,True,winter
2018,january,sunday,beauty,eyeliner,38,True,True,winter
2018,january,sunday,beauty,mascara,17,False,True,winter
2018,january,sunday,beauty,foundation,12,False,True,winter
2018,january,sunday,beauty,compact,12,False,True,winter
2018,january,sunday,beauty,kajal,30,True,True,winter
2018,january,sunday,beauty,nailpolish,23,False,True,winter
2018,january,sunday,beauty,perfume,15,True,True,winter
2018,january,sunday,beauty,shampoo,34,False,True,winter
2018,january,sunday,beauty,conditioner,37,True,True,winter
2018,february,monday,electronics,mobile,49,True,True,winter
2018,february,monday,electronics,laptop,17,False,True,winter
2018,february,monday,electronics,headphones,34,False,True,winter
2018,february,monday,electronics,camera,12,True,False,winter
2018,february,monday,electronics,television,17,True,False,winter
2018,february,monday,electronics,printer,8,False,True,winter
2018,february,monday,electronics,speaker,6,True,False,winter
2018,february,monday,electronics,smartwatch,16,True,True,winter
2018,february,monday,electronics,tablet,13,True,False,winter
2018,february,monday,electronics,heater,6,True,False,winter
2018,february,monday,beverages,coffee power,27,False,True,winter
2018,february,monday,beverages,softdrink,62,True,True,winter
2018,february,monday,beverages,juice,20,False,False,winter
2018,february,monday,beverages,energydrink,20,True,False,winter
2018,february,monday,beverages,milk,12,True,False,winter
2018,february,monday,clothing,saree,10,False,False,winter
2018,february,monday,clothing,kurta,17,False,True,winter
2018,february,monday,clothing,lehenga,10,False,True,winter
2018,february,monday,clothing,jeans,20,False,False,winter
2018,february,monday,clothing,shirt,29,False,True,winter
2018,february,monday,clothing,tshirt,30,False,False,winter
2018,february,monday,clothing,trouser,15,False,False,winter
2018,february,monday,clothing,jacket,10,False,False,winter
2018,february,monday,clothing,blazer,12,True,True,winter
2018,february,monday,clothing,suit,6,False,True,winter
2018,february,monday,travel,powerbank,30,False,False,winter
2018,february,monday,travel,backpack,29,True,False,winter
2018,february,monday,travel,luggage,27,False,True,winter
2018,february,monday,travel,trolley,26,True,True,winter
2018,february,monday,travel,bag,12,True,False,winter
2018,february,monday,travel,wallet,20,False,False,winter
2018,february,monday,travel,sunglasses,10,False,False,winter
2018,february,monday,travel,watch,20,False,True,winter
2018,february,monday,travel,shoes,29,True,False,winter
2018,february,monday,travel,umbrella,35,True,True,winter
2018,february,monday,beauty,lipstick,30,True,True,winter
2018,february,monday,beauty,eyeliner,25,False,False,winter
2018,february,monday,beauty,mascara,15,False,False,winter
2018,february,monday,beauty,foundation,12,False,True,winter
2018,february,monday,beauty,compact,10,False,False,winter
2018,february,monday,beauty,kajal,23,False,True,winter
2018,february,monday,beauty,nailpolish,25,True,False,winter
2018,february,monday,beauty,perfume,11,False,True,winter
2018,february,monday,beauty,shampoo,43,True,True,winter
2018,february,monday,beauty,conditioner,30,True,False,winter
2018,february,tuesday,electronics,mobile,34,True,False,winter
2018,february,tuesday,electronics,laptop,17,False,True,winter
2018,february,tuesday,electronics,headphones,35,False,True,winter
2018,february,tuesday,electronics,camera,12,True,False,winter
2018,february,tuesday,electronics,television,15,False,True,winter
2018,february,tuesday,electronics,printer,9,True,False,winter
2018,february,tuesday,electronics,speaker,6,True,False,winter
2018,february,tuesday,electronics,smartwatch,11,True,False,winter
2018,february,tuesday,electronics,tablet,14,True,False,winter
2018,february,tuesday,electronics,heater,4,False,False,winter
2018,february,tuesday,beverages,coffee power,20,False,False,winter
2018,february,tuesday,beverages,softdrink,64,True,True,winter
2018,february,tuesday,beverages,juice,23,True,False,winter
2018,february,tuesday,beverages,energydrink,32,True,True,winter
2018,february,tuesday,beverages,milk,14,False,True,winter
2018,february,tuesday,clothing,saree,10,False,False,winter
2018,february,tuesday,clothing,kurta,18,False,True,winter
2018,february,tuesday,clothing,lehenga,9,False,True,winter
2018,february,tuesday,clothing,jeans,32,True,False,winter
2018,february,tuesday,clothing,shirt,56,True,True,winter
2018,february,tuesday,clothing,tshirt,68,True,True,winter
2018,february,tuesday,clothing,trouser,15,False,False,winter
2018,february,tuesday,clothing,jacket,12,False,True,winter
2018,february,tuesday,clothing,blazer,6,False,True,winter
2018,february,tuesday,clothing,suit,12,True,True,winter
2018,february,tuesday,travel,powerbank,35,True,False,winter
2018,february,tuesday,travel,backpack,33,False,True,winter
2018,february,tuesday,travel,luggage,27,False,True,winter
2018,february,tuesday,travel,trolley,15,False,False,winter
2018,february,tuesday,travel,bag,12,True,False,winter
2018,february,tuesday,travel,wallet,27,False,True,winter
2018,february,tuesday,travel,sunglasses,18,True,True,winter
2018,february,tuesday,travel,watch,26,True,True,winter
2018,february,tuesday,travel,shoes,34,False,True,winter
2018,february,tuesday,travel,umbrella,20,False,False,winter
2018,february,tuesday,beauty,lipstick,20,False,False,winter
2018,february,tuesday,beauty,eyeliner,37,True,True,winter
2018,february,tuesday,beauty,mascara,19,True,False,winter
2018,february,tuesday,beauty,foundation,15,True,True,winter
2018,february,tuesday,beauty,compact,13,True,False,winter
2018,february,tuesday,beauty,kajal,20,False,False,winter
2018,february,tuesday,beauty,nailpolish,23,False,True,winter
2018,february,tuesday,beauty,perfume,10,False,False,winter
2018,february,tuesday,beauty,shampoo,33,False,True,winter
2018,february,tuesday,beauty,conditioner,25,False,False,winter
2018,february,wednesday,electronics,mobile,25,False,False,winter
2018,february,wednesday,electronics,laptop,17,False,True,winter
2018,february,wednesday,electronics,headphones,29,False,False,winter
2018,february,wednesday,electronics,camera,11,False,True,winter
2018,february,wednesday,electronics,television,24,True,True,winter
2018,february,wednesday,electronics,printer,8,True,False,winter
2018,february,wednesday,electronics,speaker,4,False,False,winter
2018,february,wednesday,electronics,smartwatch,11,True,False,winter
2018,february,wednesday,electronics,tablet,12,False,True,winter
2018,february,wednesday,electronics,heater,6,True,False,winter
2018,february,wednesday,beverages,coffee power,39,True,True,winter
2018,february,wednesday,beverages,softdrink,32,False,False,winter
2018,february,wednesday,beverages,juice,26,False,True,winter
2018,february,wednesday,beverages,energydrink,17,False,False,winter
2018,february,wednesday,beverages,milk,10,False,False,winter
2018,february,wednesday,clothing,saree,16,True,False,winter
2018,february,wednesday,clothing,kurta,15,False,False,winter
2018,february,wednesday,clothing,lehenga,10,False,True,winter
2018,february,wednesday,clothing,jeans,20,False,False,winter
2018,february,wednesday,clothing,shirt,55,True,True,winter
2018,february,wednesday,clothing,tshirt,47,True,False,winter
2018,february,wednesday,clothing,trouser,34,True,True,winter
2018,february,wednesday,clothing,jacket,10,False,False,winter
2018,february,wednesday,clothing,blazer,5,False,False,winter
2018,february,wednesday,clothing,suit,5,False,False,winter
2018,february,wednesday,travel,powerbank,36,True,False,winter
2018,february,wednesday,travel,backpack,44,True,True,winter
2018,february,wednesday,travel,luggage,27,False,True,winter
2018,february,wednesday,travel,trolley,27,True,True,winter
2018,february,wednesday,travel,bag,14,False,True,winter
2018,february,wednesday,travel,wallet,35,True,True,winter
2018,february,wednesday,travel,sunglasses,12,True,False,winter
2018,february,wednesday,travel,watch,15,False,False,winter
2018,february,wednesday,travel,shoes,30,True,False,winter
2018,february,wednesday,travel,umbrella,24,True,False,winter
2018,february,wednesday,beauty,lipstick,20,False,False,winter
2018,february,wednesday,beauty,eyeliner,28,False,True,winter
2018,february,wednesday,beauty,mascara,19,True,False,winter
2018,february,wednesday,beauty,foundation,10,False,False,winter
2018,february,wednesday,beauty,compact,10,False,False,winter
2018,february,wednesday,beauty,kajal,22,False,True,winter
2018,february,wednesday,beauty,nailpolish,25,True,False,winter
2018,february,wednesday,beauty,perfume,13,True,False,winter
2018,february,wednesday,beauty,shampoo,34,False,True,winter
2018,february,wednesday,beauty,conditioner,37,True,True,winter
2018,february,thursday,electronics,mobile,34,True,False,winter
2018,february,thursday,electronics,laptop,29,True,True,winter
2018,february,thursday,electronics,headphones,29,False,False,winter
2018,february,thursday,electronics,camera,18,True,True,winter
2018,february,thursday,electronics,television,15,False,True,winter
2018,february,thursday,electronics,printer,6,False,False,winter
2018,february,thursday,electronics,speaker,5,False,True,winter
2018,february,thursday,electronics,smartwatch,16,True,True,winter
2018,february,thursday,electronics,tablet,14,True,False,winter
2018,february,thursday,electronics,heater,8,True,True,winter
2018,february,thursday,beverages,coffee power,20,False,False,winter
2018,february,thursday,beverages,softdrink,63,True,True,winter
2018,february,thursday,beverages,juice,41,True,True,winter
2018,february,thursday,beverages,energydrink,17,False,False,winter
2018,february,thursday,beverages,milk,19,True,True,winter
2018,february,thursday,clothing,saree,12,False,True,winter
2018,february,thursday,clothing,kurta,33,True,True,winter
2018,february,thursday,clothing,lehenga,13,True,False,winter
2018,february,thursday,clothing,jeans,20,False,False,winter
2018,february,thursday,clothing,shirt,39,True,False,winter
2018,february,thursday,clothing,tshirt,30,False,False,winter
2018,february,thursday,clothing,trouser,18,False,True,winter
2018,february,thursday,clothing,jacket,11,False,True,winter
2018,february,thursday,clothing,blazer,5,False,False,winter
2018,february,thursday,clothing,suit,12,True,True,winter
2018,february,thursday,travel,powerbank,30,False,False,winter
2018,february,thursday,travel,backpack,25,False,False,winter
2018,february,thursday,travel,luggage,34,True,True,winter
2018,february,thursday,travel,trolley,18,True,False,winter
2018,february,thursday,travel,bag,12,True,False,winter
2018,february,thursday,travel,wallet,36,True,True,winter
2018,february,thursday,travel,sunglasses,17,True,True,winter
2018,february,thursday,travel,watch,26,True,True,winter
2018,february,thursday,travel,shoes,42,True,True,winter
2018,february,thursday,travel,umbrella,20,False,False,winter
2018,february,thursday,beauty,lipstick,22,False,True,winter
2018,february,thursday,beauty,eyeliner,36,True,True,winter
2018,february,thursday,beauty,mascara,17,False,True,winter
2018,february,thursday,beauty,foundation,13,True,False,winter
2018,february,thursday,beauty,compact,13,True,False,winter
2018,february,thursday,beauty,kajal,23,False,True,winter
2018,february,thursday,beauty,nailpolish,29,True,True,winter
2018,february,thursday,beauty,perfume,10,False,False,winter
2018,february,thursday,beauty,shampoo,36,True,False,winter
2018,february,thursday,beauty,conditioner,31,True,False,winter
2018,february,friday,electronics,mobile,48,True,True,winter
2018,february,friday,electronics,laptop,28,True,True,winter
2018,february,friday,electronics,headphones,35,False,True,winter
2018,february,friday,electronics,camera,9,False,False,winter
2018,february,friday,electronics,television,17,True,False,winter
2018,february,friday,electronics,printer,6,False,False,winter
2018,february,friday,electronics,speaker,8,True,True,winter
2018,february,friday,electronics,smartwatch,16,True,True,winter
2018,february,friday,electronics,tablet,14,True,False,winter
2018,february,friday,electronics,heater,6,True,False,winter
2018,february,friday,beverages,coffee power,26,False,True,winter
2018,february,friday,beverages,softdrink,32,False,False,winter
2018,february,friday,beverages,juice,27,False,True,winter
2018,february,friday,beverages,energydrink,20,True,False,winter
2018,february,friday,beverages,milk,14,False,True,winter
2018,february,friday,clothing,saree,16,True,False,winter
2018,february,friday,clothing,kurta,24,True,False,winter
2018,february,friday,clothing,lehenga,13,True,False,winter
2018,february,friday,clothing,jeans,23,False,True,winter
2018,february,friday,clothing,shirt,39,True,False,winter
2018,february,friday,clothing,tshirt,33,False,True,winter
2018,february,friday,clothing,trouser,17,False,True,winter
2018,february,friday,clothing,jacket,10,False,False,winter
2018,february,friday,clothing,blazer,5,False,False,winter
2018,february,friday,clothing,suit,8,True,False,winter
2018,february,friday,travel,powerbank,53,True,True,winter
2018,february,friday,travel,backpack,25,False,False,winter
2018,february,friday,travel,luggage,20,False,False,winter
2018,february,friday,travel,trolley,20,False,True,winter
2018,february,friday,travel,bag,14,False,True,winter
2018,february,friday,travel,wallet,36,True,True,winter
2018,february,friday,travel,sunglasses,12,True,False,winter
2018,february,friday,travel,watch,20,False,True,winter
2018,february,friday,travel,shoes,43,True,True,winter
2018,february,friday,travel,umbrella,23,True,False,winter
2018,february,friday,beauty,lipstick,23,False,True,winter
2018,february,friday,beauty,eyeliner,31,True,False,winter
2018,february,friday,beauty,mascara,15,False,False,winter
2018,february,friday,beauty,foundation,13,True,False,winter
2018,february,friday,beauty,compact,10,False,False,winter
2018,february,friday,beauty,kajal,23,False,True,winter
2018,february,friday,beauty,nailpolish,25,True,False,winter
